Asset Type,Asset,Engaged People,Engaged Accounts,BDR Booked Meeting (MQL),High Value Inquiry,Qualified Inquiry,SAL $,SALQ $,Closed Won $
p_9ee8c7bb3f,p_3896ed9a89,1,0,0,0,0,0,0,0
p_18df50f95b,p_431d5127ec,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_e76abaeb99,3,2,0,0,0,0,0,0
p_9ee8c7bb3f,p_c33831031b,175,66,0,0.08,0.09,17047.98,16777.53,950.36
p_9ee8c7bb3f,p_1dfc3a359f,1,0,0,0,0,0,0,0
p_fa15783640,p_a1ea655efe,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_6497ed070b,2,1,0,0,0,10.03,9.9,212.8
p_5ea52c2bb2,p_9eaf1e8978,117,71,0.08,0.08,0.77,10285.43,10265.34,1035.86
p_5ea52c2bb2,p_a116049548,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_97862b6967,88,56,0.07,0,0.19,30867.38,23386.03,1558.77
p_fa15783640,p_ec43902a99,48,23,0,0,0.15,656.95,643.77,84.99
p_337a2ae173,p_fdcf8f759b,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_40e8cda1a8,1,0,0,0,0,0,0,0
p_337a2ae173,p_e2cf7f3fee,45,13,0,0,0,142.19,141.79,202.84
p_fa15783640,p_ea27b7fd69,52,29,0,0,0.01,6542.24,8382.82,1822.05
p_9ee8c7bb3f,p_5c60cc8898,1,1,0,0,0,0,0,0
p_fedadf1682,p_891f5c2ff1,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_e13df8ffc3,2,2,0,0,0,0,0,0
p_eacc5274cf,p_b2dac3ed16,52,25,0,0.06,0.01,1116.21,1114.79,1506.31
p_463a8a7b6f,p_c11c6dc356,4,2,0,0,0,0,0,0
p_463a8a7b6f,p_313e5f0951,1,0,0,0,0,0,0,0
p_35d5f6446d,p_b272b421ff,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_5cfde068e4,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_5d3870c2e7,2,1,0,0,0,0,0,0.01
p_463a8a7b6f,p_26098f4cc0,1,0,0,0.08,0.06,0,0,0
p_463a8a7b6f,p_b5cb3456ef,7,5,0,0,0,0,0,0
p_fa15783640,p_b191d390e4,2,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_63ccbf0e1a,1,1,0,0,0,0,0,0
p_444b282eb9,p_251efd38b6,3,1,0,0,0,0,0.03,0.35
p_fedadf1682,p_4fdd1ac8e7,831,405,0,0.84,1.69,32030.11,31959.23,3139.47
p_5ea52c2bb2,p_1155277000,5,2,0,0,0,0,0,0
p_35d5f6446d,p_83dfbfe31d,2,0,0,0,0.04,0,0,0
p_fa15783640,p_77870e0938,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_26956588d7,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_f16d7727e4,11,7,0,0,0,12.05,12.08,0.04
p_fa15783640,p_202f6b41df,1,0,0,0,0,0,0,0
p_fa15783640,p_ec01e5bf03,2,2,0,0.03,0,0,0,0
p_35d5f6446d,p_2c6e0a630c,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_8713b9aefb,2,1,0,0,0,0,0,0
p_463a8a7b6f,p_e938893111,3,2,0,0,0,0,0,0
p_5ea52c2bb2,p_c3c2d6217c,128,65,0,0.04,0.04,20402.37,19268.58,739.53
p_463a8a7b6f,p_da1dec5db5,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_de15be3b25,72,50,0,0.19,0,11161,12216.57,7312.26
p_eacc5274cf,p_4025d4c2b3,265,138,0.21,0.88,0.43,8023.95,7951.39,2975.15
p_fedadf1682,p_8d4d446385,1,0,0,0,0,0,0,0
p_fedadf1682,p_2c90abaf26,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_20a6bc5faf,18,11,0,0,0,2.53,2.45,297.41
p_9ee8c7bb3f,p_9ccbf068b1,1,0,0,0,0,0,0,0
p_35d5f6446d,p_b977c3bc60,37,22,0,0,0.02,358.84,358.36,5.73
p_fedadf1682,p_f722907a39,1,0,0,0,0,0,0.01,0.01
p_463a8a7b6f,p_06e791abef,118,73,0,0,0.17,13830.46,14587.22,16586.03
p_35d5f6446d,p_16076bde3f,12,8,0,0,0,357.15,355.53,41.66
p_18df50f95b,p_bbad510a03,2,2,0,0,0,0,0,0
p_fa15783640,p_305961d5e2,14,10,0,0,0.01,2024.8,2004.91,228.8
p_fa15783640,p_28d6bda376,334,95,0,0,0.28,14688.26,13540.79,387.47
p_54a6a1c242,p_c4ee0f22a4,14,6,0,0,0,450.05,449.69,0.39
p_463a8a7b6f,p_d58144292d,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_295a243f67,2,2,0,0.17,0.33,0,0,0
p_463a8a7b6f,p_2b002132cd,2,1,0,0,0,0,0,0.01
p_18df50f95b,p_2b9a23fdb5,1,1,0,0,0,0,0,0.01
p_463a8a7b6f,p_f39721100c,2,1,0,0,0,0,0,0
p_463a8a7b6f,p_d51ccc5f55,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_fb8e4997e3,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_cb1eb65f09,13,3,0,0,0,0,0,0
p_5ea52c2bb2,p_0cb74f9e78,4,0,0,0,0,0,0.03,0.06
p_463a8a7b6f,p_afd610444b,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_aee9ae2b69,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_bb2bc2ec1c,7,3,0,0,0,0,0,0
p_fa15783640,p_7703979f9b,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_d9e92c6221,1,0,0,0,0,0,0,0
p_fedadf1682,p_e1ae8382f4,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_f73fde739b,4,3,0,0.06,0.09,0,0,0
p_fa15783640,p_3e4e0338fb,1,1,0,0,0,0,0,0
p_35d5f6446d,p_22120a9a39,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_d948700837,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_f12eb81ebc,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_6c95d884a3,406,82,0,0.03,0.04,24.45,23.47,0.1
p_5ea52c2bb2,p_f23b644cf1,1,0,0,0,0,0,0,0
p_fedadf1682,p_5482792aae,1,0,0,0,0,0,0,0
p_fa15783640,p_5239f92b45,2,0,0,0,0,0,0,0
p_463a8a7b6f,p_70dde90053,8,4,0,0,0,0,0.02,0.03
p_5ea52c2bb2,p_35ef64d0ce,8,4,0,0,0,0,0,20.54
p_5ea52c2bb2,p_c5b44370da,9,4,0,0,0,0,0,0
p_463a8a7b6f,p_fbce524af7,4,2,0,0,0,0,0.01,0.01
p_18df50f95b,p_94d140986e,1,0,0,0,0,0,0,0
p_18df50f95b,p_dd7512e3ce,112,84,0.11,0.14,31.57,95774.83,94158.37,15998.95
p_fa15783640,p_e93a4d14de,1,0,0,0,0,0,0,0
p_35d5f6446d,p_fe9fc69b55,1,0,0,0,0,0,0,0
p_fa15783640,p_218dbe30c7,7,5,0,0,1.03,0,0.01,0.02
p_fedadf1682,p_594b1b52bc,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_9f97672624,58,39,0,0,0.03,1942.31,10998.2,529.87
p_5ea52c2bb2,p_d3fe5f984f,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_1a1912e338,66,46,1,0,41,0,0,0
p_444b282eb9,p_8e8a995cec,11,2,0,0,0.01,0,0.01,0.02
p_5ea52c2bb2,p_f8445d4b5c,1,1,0,0,0,0,0,0
p_35d5f6446d,p_d695693c0c,1,0,0,0,0,0,0,0
p_fa15783640,p_3c1ab2f9f3,9,3,0,0,0,0,0.01,0.02
p_fceac992e7,p_9a16d55902,248,56,0.29,1.53,1.49,7348.49,56732.78,0.04
p_463a8a7b6f,p_c59d15204b,27,20,0,0,0,373.47,373.49,459.53
p_54a6a1c242,p_03ea4be631,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_1ea7d9cf29,154,107,0,0.02,0.06,4208.95,4248.78,5101.52
p_fa15783640,p_3e6b3be454,5,4,0,0.03,0.09,0,0.01,0.02
p_463a8a7b6f,p_dd038b9fa4,1,1,0,0,0,0,0,0.01
p_463a8a7b6f,p_a88caf5eb3,3,2,0,0,0,0,0,0
p_54a6a1c242,p_3c8a6d145a,9,4,0,0,0,0,0,50.53
p_463a8a7b6f,p_b3091a7c8b,2,0,0,0,0,0,0,0
p_5ea52c2bb2,p_ffc72c4fc0,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_e4c919b1bd,1,0,0,0,0,0,0.01,0.01
p_fa15783640,p_1fce69659b,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_6c2a61ac37,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_6bb90c6082,3,3,0,0,0,14535.52,14535.52,4.91
p_5ea52c2bb2,p_7bd787749a,5,4,0,0.04,0,0,0,0.06
p_5ea52c2bb2,p_3ef9d8343c,32,21,0,0.05,0.03,247.61,961.89,198.93
p_444b282eb9,p_84888d1c43,33,14,0,0.42,0.77,0,0.01,0.02
p_463a8a7b6f,p_f35e0ba3c0,1,0,0,0,0,0,0,0
p_fa15783640,p_5887ecf5fe,650,539,2.29,0.11,69.02,125936.38,128016.66,22635.4
p_5ea52c2bb2,p_8789901e51,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_4f870e46ea,1,0,0,0,0,0,0,0
p_35d5f6446d,p_7b4b8d3f9a,72,35,0.16,0,0.12,2893.12,4258.43,0.14
p_5ea52c2bb2,p_60cd6872fa,1,0,0,0,0,0,0,0
p_eacc5274cf,p_b6dfb77393,4,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_4e425e5403,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_94d97fcc30,3,0,0,0,0,0,0,0
p_fedadf1682,p_3c536159ab,2,1,0,0,0,0,0,391.22
p_463a8a7b6f,p_9d707f29a9,1,1,0,0,0,0,0,0
p_18df50f95b,p_614b8a6341,28,12,0,0.01,0.27,0,0.04,271
p_9ee8c7bb3f,p_3923cf4ded,1,0,0,0,0,0,0,0
p_444b282eb9,p_1c5a6b5007,1,1,0,0,0.14,0,0,0
p_9ee8c7bb3f,p_81c438aaa7,1,0,0,0,0,0,0,0
p_892bde13bc,p_dd6368c6bc,8,4,0,0,0,0,0,0
p_9ee8c7bb3f,p_96d996e096,2,0,0,0,0,0,0,0
p_463a8a7b6f,p_a1a915eb95,12,8,0.04,0.04,0.15,7189.26,7185.76,33.39
p_463a8a7b6f,p_81b8002751,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_88c48811e8,27,20,0,0,0.01,426.89,426.6,276.57
p_fa15783640,p_0428a62e8a,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_ef58308378,3,0,0,0,0,0,0,0
p_fedadf1682,p_235fab7e62,1,0,0,0,0,0,0,0
p_35d5f6446d,p_477326bf22,2,0,0,0,0,0,0,0
p_fedadf1682,p_0481a070b8,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_9c56d8edad,1,0,0,0,0,0,0,0
p_18df50f95b,p_8294ce290f,39,24,0.17,0.91,0.66,2428.67,2427.39,572.42
p_5ea52c2bb2,p_9f0cb8fac3,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_36d994be6f,30,20,0,0,0.04,1057.16,1057.37,164.5
p_337a2ae173,p_d7206d78ee,13,5,0,0,0,568.18,568.21,82.86
p_9ee8c7bb3f,p_9253a14c9d,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_6a994158b0,1,0,0,0,0,0,0,0
p_fedadf1682,p_b404e2eca8,5,1,0,0,0,0,0,0
p_463a8a7b6f,p_e09d4d1bf7,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_29d8728842,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_cb6762abef,2,1,0,0,0,0,0,0
p_892bde13bc,p_afffd4db6a,2,1,0,0,0,0,0,0
p_5ea52c2bb2,p_aa1fe5b38e,59,28,0,0.07,0.35,854.68,845.81,1895.08
p_5ea52c2bb2,p_6742cbb88d,2,0,0,0,0,0,0,0
p_fedadf1682,p_1e29b2bca2,3,2,0,0,0,0,0.01,0.01
p_35d5f6446d,p_9b59822366,2,0,0,0,0,0,0,0
p_fa15783640,p_84ac77868a,1,1,0,0,0,0,0,0
p_fa15783640,p_c77d35a3a5,1,1,0,0,0,0,0.02,39.62
p_337a2ae173,p_89226a5732,1,0,0,0,0,0,0,0
p_35d5f6446d,p_30814232b6,2,0,0,0,0,0,0,0
p_fa15783640,p_603110e9c1,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_724282ca2c,2,0,0,0,0,0,0,0
p_35d5f6446d,p_7b4ca139f7,15,11,0,0,0.03,56.7,54.05,88.74
p_fa15783640,p_d96868d911,3,2,0,0.08,0.08,0,0.01,0.61
p_18df50f95b,p_28353dad6e,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_26a50624a7,5,0,0,0,0,0,0,0
p_fedadf1682,p_ec1286ca68,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_1d69bd0411,1,1,0,0,0,0,0,0
p_fa15783640,p_686c87e852,2,2,0,0,0,0,0,28.01
p_463a8a7b6f,p_9a2c333f93,1,0,0,0,0,0,0,0
p_35d5f6446d,p_5050a52c2c,1,0,0,0,0,1045.24,1045.24,0
p_463a8a7b6f,p_a876e93b29,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_32b044a2f1,2,2,0,0,0,77.11,77.11,0
p_fedadf1682,p_eb87b49d50,4,0,0,0,0,0,0,0
p_befd9deec6,p_c99de44113,1747,810,0,0,19.17,20434.82,20011.32,0
p_5ea52c2bb2,p_10f8aa3671,3,3,0,0,0,0,0,0
p_463a8a7b6f,p_05b36e6586,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_f3bf5bae62,1,0,0,0,0,0,0,0
p_a8e5fab6b1,p_34817e6a9c,1,0,0,0,0,0,0,0
p_fa15783640,p_0857a3fadb,41,11,0,0,0,3334.74,3334.75,0.01
p_18df50f95b,p_c17345bdd8,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_4de4f056de,2,2,0,0,0,0,0,0
p_eacc5274cf,p_d100588027,3,2,0,0,0,361.68,361.73,282.23
p_a8e5fab6b1,p_00dac1f2f2,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_29cee34f6f,111,68,0,0,0.03,380.72,379.17,390.48
p_463a8a7b6f,p_1f01ac5a96,2,0,0,0,0,0,0,0
p_18df50f95b,p_d41edd2eb5,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_a8c8f35f5c,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_6a06370ab4,84,45,0,0,0.04,193.06,190,93.54
p_fa15783640,p_6935a8e1c6,2,1,0,0,0,0,0.01,0.01
p_463a8a7b6f,p_56e14f2804,7,2,0,0,0,0,0.01,0.01
p_5ea52c2bb2,p_838e4b2d26,1,0,0,0,0,0,0,0
p_fa15783640,p_69fe35702f,5,2,0,0,0,0,0,0
p_9ee8c7bb3f,p_2a1ca582fd,2,1,0,0,0,0,0,0
p_35d5f6446d,p_99d664298a,3,2,0,0,0,0,0.01,0.02
p_a8e5fab6b1,p_84d7e83be2,3,1,0,0,0,0,0,0
p_fedadf1682,p_10790aeab3,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_57c8461af2,3,1,0,0,0,312.93,311.68,0
p_9ee8c7bb3f,p_25ef948fb6,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_87e6c40bac,2,2,0,0,0,0,0,0
p_eacc5274cf,p_21888e0198,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_187d47a55b,2,2,0,0,0,366.78,366.78,0
p_463a8a7b6f,p_23dde4b51b,11,5,0,0,0,379.51,379.51,0
p_a8e5fab6b1,p_ecc0ec309a,1,0,0,0,0,0,0,0
p_444b282eb9,p_d5a8d18919,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_9531ae0a87,1,1,0,0.01,0,0,0,0
p_fa15783640,p_c5e1d611ff,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_54ed2c43f0,5,5,0,0,0,0,0,0
p_9ee8c7bb3f,p_921d987772,1,0,0,0,0,0,0,0
p_eacc5274cf,p_6498773b27,201,121,0,0,0.24,6979.4,7843.49,3199.61
p_96fe923d5b,p_3c6d278f31,292,156,0.49,1.29,1.58,13095.26,24031.21,2381.32
p_fa15783640,p_ebdd9cb5e2,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_97f8595a9f,639,219,0.03,2.17,1.82,6119.38,6392.16,623.68
p_35d5f6446d,p_0cd44a1531,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_9a90c4663b,51,27,0,0.09,0.62,25775.22,25731.39,5036.7
p_463a8a7b6f,p_651075cf56,3,2,0,0,0,0,0,0
p_fa15783640,p_4b80440bfd,2,0,0,0,0,0,0,0
p_5ea52c2bb2,p_694a19d4fd,1,1,0,0,0,0,0,0
p_fedadf1682,p_26e401a3dc,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_be19bffdd1,2,0,0,0,0,0,0,0
p_463a8a7b6f,p_47bd689e60,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_69c9dd383b,1,0,0,0,0,0,0,0
p_18df50f95b,p_11786abf28,1,1,0,0,0,0,0,0
p_fa15783640,p_c403893052,2,1,0,0.01,0,0,0.02,0.59
p_9ee8c7bb3f,p_c4ad23af6c,1,0,0,0,0,0,0,0
p_35d5f6446d,p_ec310b8e4a,57,28,0,0,0.03,1420.57,4981.54,228.73
p_9ee8c7bb3f,p_efcb72ec11,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_8fa3bc7ca1,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_f833392fca,3,1,0,0,0,0,0,0
p_463a8a7b6f,p_00c847fbd0,1,1,0,0,0,194.57,190.24,61.43
p_5ea52c2bb2,p_86c492f2f7,262,98,0,0.35,0.51,553.54,628.75,318.72
p_fa15783640,p_9e78674298,7,3,0,0.01,0,0,0.03,0.36
p_fa15783640,p_ffa7b951b8,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_daa0658bf6,3,2,0,0,0.01,0,0.01,0.01
p_9ee8c7bb3f,p_b642ccda2e,2,0,0,0,0,0,0,0
p_a8e5fab6b1,p_369e4a949c,2,1,0,0,0,0,0,0
p_337a2ae173,p_ea54ccf2bc,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_8e60bf725e,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_882e51c9c2,4,1,0,0,0,0,0,0
p_463a8a7b6f,p_b89668a11a,3,0,0,0,0,0,0,0
p_463a8a7b6f,p_fd58ecd1e3,34,16,0,0.01,0.03,8186.73,8163.89,1199.26
p_fa15783640,p_a422316401,196,108,0.14,0.16,0.35,11626.77,10946.5,6151.6
p_96fe923d5b,p_567032d974,8,4,0,0,0,0,0.05,0.1
p_35d5f6446d,p_6f16f9c96b,2,1,0,0,0,0,0,0
p_fa15783640,p_b07f22baf2,313,172,0.13,0.35,0.65,68325.16,66032.23,5939.06
p_9ee8c7bb3f,p_68e3a2d3c4,129,63,1.27,1.35,1.33,7642.08,7276.44,939.89
p_fa15783640,p_5423e96269,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_56d3cf5db8,1,0,0,0,0,0,0,0
p_892bde13bc,p_a110925910,192,104,0,1.67,10.04,46.89,46.82,23.42
p_54a6a1c242,p_7bb0769911,723,479,0.12,10.65,5.24,12847.02,14632.44,3570.44
p_463a8a7b6f,p_2465dd9d82,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_91cefe2a5b,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_de0e62f716,10,6,0,0,0,0,770.83,0
p_fa15783640,p_cf37c09a7d,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_e2aa61137d,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_1f0b5d9881,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_3c018bdac7,91,42,0,0,0.01,698.74,666.4,925.6
p_5ea52c2bb2,p_1fc9caf2ce,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_bdd3c75b3e,4,3,0,0,0,0,0,0
p_5ea52c2bb2,p_73cb9af463,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_f5bad10995,1,1,0,0,0,0,0,0
p_18df50f95b,p_fa6150abb2,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_e2f9770d78,1,1,0,0,0,0,0,0
p_fedadf1682,p_7e4f8ed2c8,2,1,0,0,0,0,0,0
p_5ea52c2bb2,p_cea95ce703,309,77,0.05,0.05,0.05,19686.98,19660.11,42.77
p_fedadf1682,p_a4edae6eff,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_4563e49e24,24,8,0,0,0,0,0.04,0.08
p_463a8a7b6f,p_d8d18a40c1,6,4,0,0,0,0,0.04,0.08
p_fceac992e7,p_09a4f6b21f,51,3,0,0,0,1380.47,1303.08,0.02
p_fa15783640,p_e9443b793e,2,2,0,0,0,0,0,0
p_5ea52c2bb2,p_f0d2458fe5,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_035fb5719e,1,0,0,0,0,0,0,0
p_54a6a1c242,p_6666afdd2f,11,2,0,0,0,0,0,0
p_337a2ae173,p_b1ce8d91b6,127,54,0,0.05,0.43,5324.56,5258.63,420.62
p_5ea52c2bb2,p_be0d9d5d92,2,1,0,0,0,0,0,0
p_463a8a7b6f,p_95da9c130a,1,0,0,0,0,0,0,0
p_35d5f6446d,p_45c9ece146,2,1,0,0,0,0,0,0
p_463a8a7b6f,p_1a8db1acfe,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_818d69f436,1,0,0,0,0,0,0,0
p_fa15783640,p_1767b6b223,1,1,0,0,0,0,0,0
p_54a6a1c242,p_fca6611bee,4,1,0,0,0,0,0,0
p_463a8a7b6f,p_68db6299a5,23,15,0,0.02,0.09,3677.04,3623.12,0.02
p_9ee8c7bb3f,p_970c760f1e,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_c107b08586,1,0,0,0,0,0,0,0
p_35d5f6446d,p_6a6ea376d0,5,4,0,0,0,0,0,0
p_892bde13bc,p_1c63e67fee,9,5,0,0,0.01,1046.64,927.88,0
p_463a8a7b6f,p_39164c987e,2,1,0,0,0,0,0,0
p_463a8a7b6f,p_d71f84dbb8,1,1,0,0,0,0,0.01,0.02
p_fedadf1682,p_4e4cdc4744,2,1,0,0,0,0,0,0
p_463a8a7b6f,p_dc281035a8,1,1,0,0,0,0,0,0
p_a8e5fab6b1,p_1d83e614b4,2,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_f1f60ce117,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_b413b7612f,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_3cc2a36667,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_1bd28ae2d2,1,0,0,0,0,0,0,0
p_35d5f6446d,p_94bc3e3d64,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_63fc3ba85d,82,49,0,0.01,0.17,2946.97,2925.22,339.24
p_35d5f6446d,p_53268bdc9f,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_8ba9b66d71,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_80088c5811,9,6,0,0,0,0,0,81.88
p_a8e5fab6b1,p_5308d8122b,1,0,0,0,0,0,0,0
p_444b282eb9,p_0c2ee42a05,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_67bada3116,27,14,0,0,0,0,0.05,49.35
p_463a8a7b6f,p_16f993f600,1,1,0,0.02,0,0,0,0
p_5ea52c2bb2,p_851a1bc2de,3,1,0,0,0,0,0,0
p_fa15783640,p_32c00937c3,586,379,0.17,1.53,2.54,23641.6,26389.39,14081.54
p_5ea52c2bb2,p_61eeab0dc2,16,3,0,0,0,0,0,0
p_9ee8c7bb3f,p_ef180eec23,1,1,0,0,0,0,0,0
p_18df50f95b,p_aebe42b79f,8,5,1.76,0.63,32.63,396016.1,407981.95,170548.92
p_463a8a7b6f,p_8b7d533867,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_67b0b17cf8,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_a5b127c87a,2,1,0,0,0,0,0,0
p_fa15783640,p_817724eba9,2,1,0,0,0,0,0,0
p_18df50f95b,p_f67f145732,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_551f5cc378,1,0,0,0,0,0,0,0
p_fa15783640,p_916ea18c87,1,1,0,0,0,0,0.02,0.03
p_337a2ae173,p_861db9392a,24,6,0,0,0,2036.35,2036.39,1828.61
p_fa15783640,p_0a724ee3ae,1,0,0,0,0,0,0,0
p_892bde13bc,p_34e34162d7,7,3,0,0,0,0,0.02,0.07
p_463a8a7b6f,p_29f228911b,2,0,0,0,0,0,0,0
p_fedadf1682,p_809903d8cf,1,0,0,0,0,0,0,0
p_fedadf1682,p_d7a40d4479,1,0,0,0,0,0,0,0
p_35d5f6446d,p_3b3ecdfab6,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_a829c77502,27,19,0,0,0.04,427.54,426.56,322.86
p_fedadf1682,p_8aaa72ea3b,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_837b0275ca,3,0,0,0,0,0,0,0
p_fceac992e7,p_b85b60d36b,2,1,0,0,0,0,0,0
p_5ea52c2bb2,p_1c81152395,2,1,0,0,0,0,0,0
p_35d5f6446d,p_f5d886f83d,2,0,0,0,0,0,0,0.01
p_18df50f95b,p_e5586b707a,2,1,0,0,0.01,3.57,3.57,0
p_463a8a7b6f,p_becb6a88a2,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_e05f084c4d,104,45,0,0.03,0.03,3859.14,3588.26,242.98
p_5ea52c2bb2,p_709eb22a83,13,9,0,0,0.06,51.75,51.81,15.96
p_18df50f95b,p_9d712475a6,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_a24b9e5eb0,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_4174c402a1,1,0,0,0,0,0,0,0
p_fa15783640,p_472215f7af,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_74d7199a07,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_5da40731e9,3,1,0,0,0,0,0,0
p_54a6a1c242,p_77dea611aa,182,98,0,0.04,0.07,40591.06,40571.97,6779.56
p_463a8a7b6f,p_8fc2a0b3b4,46,29,0,0,0.01,331.02,330.33,1657.43
p_eacc5274cf,p_d0dcbcee47,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_34a2c76c26,8,3,0,0,0.01,30.08,29.69,12.67
p_18df50f95b,p_36c38ad5fd,1,0,0,0,0,0,0,0
p_fa15783640,p_d41203bfde,4,0,0,0,0,0,0,0
p_35d5f6446d,p_b3bca4f5d2,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_4ca2683be3,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_36487999f3,10,3,0,0,0,0,0,0
p_5ea52c2bb2,p_4687ac8bbe,2,0,0,0,0,0,0,0
p_fedadf1682,p_555b11281c,13,6,0,0,0.01,0,0.05,0.25
p_a8e5fab6b1,p_f22f43a3b1,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_33979962ad,1,0,0,0,0,0,0,0
p_fceac992e7,p_d1305d2c6a,45,25,0.31,10.59,11.15,12841.26,12841.26,221.77
p_9ee8c7bb3f,p_033751613d,401,170,0,0.19,0.59,5286.78,5985.87,10024.9
p_fedadf1682,p_c1c8808f79,1,0,0,0,0,0,0,0
p_337a2ae173,p_273275501c,12,2,0,0,0,0,0,0
